review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,7,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",0,thank one many partners serving keeping communities safe,90,Positive,"['communities', 'partners']",communities|partners,0,communities,community,9,keeping,keeping,Consumer,hopeful
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,7,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",0,thank one many partners serving keeping communities safe,90,Positive,"['communities', 'partners']",communities|partners,1,partners,partner,7,thank,thank,,happy
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,7,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",1,bring mission life could proud,55,Positive,"['life', 'mission']",life|mission,0,life,life,4,bring,bring,,neutral
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,7,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",1,bring mission life could proud,55,Positive,"['life', 'mission']",life|mission,1,mission,mission,7,bring,bring,,neutral
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,0,cafes,cafe,4,select,select,Place,hopeful
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,1,grocery,grocery,7,,,,
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,2,locations,location,8,remain,remain,Place,
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",1,starbucks delivers also available markets latest updates please visit,96,Positive,"['markets', 'starbucks', 'updates']",markets|starbucks|updates,0,markets,market,6,delivers,delivers,,
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",1,starbucks delivers also available markets latest updates please visit,96,Positive,"['markets', 'starbucks', 'updates']",markets|starbucks|updates,1,starbucks,starbucks,9,delivers,delivers,,
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,8,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",1,starbucks delivers also available markets latest updates please visit,96,Positive,"['markets', 'starbucks', 'updates']",markets|starbucks|updates,2,updates,update,6,delivers,delivers,,
"We are here for you , even if that looks different these days .  For realtime updates on our response to customer and partner employee safety please visit",2020-03-20 01:38:47,Twitter,9,"['We are here for you , even if that looks different these days .', 'For realtime updates on our response to customer and partner employee safety please visit']",0,even looks different days,63,Neutral,['days'],days,0,days,day,3,looks,looks,Setting,
"We are here for you , even if that looks different these days .  For realtime updates on our response to customer and partner employee safety please visit",2020-03-20 01:38:47,Twitter,9,"['We are here for you , even if that looks different these days .', 'For realtime updates on our response to customer and partner employee safety please visit']",1,realtime updates response customer partner employee safety please visit,89,Negative,"['customer', 'employee', 'partner', 'response', 'safety', 'updates']",customer|employee|partner|response|safety|updates,0,customer,customer,8,,,Consumer,
